,agent_firm_name,case_status,class_of_admission,country_of_citizenship,employer_city,employer_decl_info_title,employer_name,employer_num_employees,employer_state,foreign_worker_info_education,foreign_worker_info_inst,foreign_worker_info_major,foreign_worker_info_state,pw_level_9089,pw_soc_title,wage_offer_from_9089
2222,"FosterQuan, LLP",Certified,H-1B,INDIA,HOUSTON,HR Manager - International,"EXTERRAN ENERGY SOLUTIONS, L.P.",5000.0,TEXAS,Master's,THE UNIVERSITY OF TULSA,MECHANICAL ENGINEERING,TEXAS,2,Mechanical Engineers,81806.0
2223,Berry Appleman & Leiden LLP,Denied,H-1B,INDIA,REDWOOD SHORES,Immigration Specialist,"ORACLE AMERICA, INC.",115000.0,CALIFORNIA,Master's,CORNELL UNIVERSITY,ELECTRICAL AND COMPUTER ENGINEERING,CALIFORNIA,2,"Software Developers, Systems Software",109138.0
2224,SUNEETA DEWAN & ASSOCIATES,Certified,H-1B,INDIA,CYPRESS,PRESIDENT,"3PL WAREHOUSING & DISTRIBUTION, LLC",1.0,CALIFORNIA,Bachelor's,UNIVERSITY OF MADRAS,ELECTRONICS & COMMUNICATION ENGINEERING,CALIFORNIA,2,Network and Computer Systems Administrators*,70000.0
2225,Berry Appleman & Leiden LLP,Certified,H-1B,CANADA,MOUNTAIN VIEW,Global Immigration Program Manager,GOOGLE INC.,53861.0,CALIFORNIA,Bachelor's,UNIVERSITY OF BRITISH COLUMBIA,COMPUTER SCIENCE,WASHINGTON,2,"Software Developers, Applications",170000.0
2226,Myers Thompson,Certified,H-1B,SPAIN,CHULA VISTA,"HR Specialist, International Business Partner",GOODRICH AEROSTRUCTURES DIVISION,25000.0,CALIFORNIA,Bachelor's,UNIVERSIDAD POLITÉCNICO DE MADRID,AEROSPACE ENGINEERING,CALIFORNIA,4,Mechanical Engineers,104333.0
2227,Amtech Inc,Certified,H-1B,INDIA,GRAND RAPIDS,Vice President,"AIRYSOFT, INC",25.0,MICHIGAN,Master's,HERGUAN UNIVERSITY,COMPUTER SCIENCE,MARYLAND,2,"Software Developers, Applications",68000.0
2228,"Allen, Pinnix & Nichols, P.A.",Denied,H-1B,COLOMBIA,GOLDSBORO,Assistant Superintendent for Human Resources,WAYNE COUNTY PUBLIC SCHOOLS,2000.0,NORTH CAROLINA,Master's,VIRGINIA COMMONWEALTH UNIVERSITY,EDUCATION,NORTH CAROLINA,2,"Elementary School Teachers, Except Special Education",38583.0
2229,,Certified,H-1B,INDIA,BELLEVUE,president,PEOPLE TECH GROUP INC,105.0,WASHINGTON,Master's,THE UNIVERSITY OF TEXAS AT DALLAS,COMPUTER SCIENCE,WASHINGTON,2,"Software Developers, Applications",86278.0
2230,Law Office of Samira Recob,Certified,H-1B,THAILAND,DENVER,HR Manager,"DESIGN WORKSHOP, INC.",70.0,COLORADO,Bachelor's,CHULALONGKORN UNIVERSITY,LANDSCAPE ARCHITECTURE,COLORADO,1,Landscape Architects,52437.0
2231,"Ogletree, Deakins, Nash, Smoak and Stewart",Certified,H-1B,INDIA,GAITHERSBURG,HUMAN RESOURCES,"LOCKHEED MARTIN OPERATIONS SUPPORT, INC.",120000.0,MARYLAND,Bachelor's,"UNIVERSITY BUILDING, CHEPAUK CAMPUS",UNIVERSITY OF MADRAS,MASSACHUSETTS,4,Computer Systems Analysts,96346.0
2232,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,MEXICO,PALO ALTO,U.S. Immigration Program Manager,HEWLETT-PACKARD COMPANY,64000.0,CALIFORNIA,Master's,UNIVERSITY OF PHOENIX,COMPUTER INFORMATION SYSTEMS,TEXAS,0,"Software Developers, Systems Software",107465.0
2233,"FosterQuan, LLP",Certified,H-1B,MALAYSIA,SAN MARCOS,Provost and VP for Academic Affairs,TEXAS STATE UNIVERSITY-SAN MARCOS,7000.0,TEXAS,Master's,SOUTHWEST TEXAS STATE UNIVERSITY,COMPUTER SCIENCE,TEXAS,1,"Computer Science Teachers, Postsecondary",54550.0
2234,Fragomen Del Rey Bernsen and Loewy LLP,Certified,H-1B,COLOMBIA,DORAL,President,"NOVA CONSULTING, INC.",14.0,FLORIDA,Bachelor's,UNIVERSIDAD DE LA SALLE,ENVIRONMENTAL ENGINEERING,NEW YORK,1,Environmental Engineers,59100.0
2235,Law Offices of Richard Hanus,Certified,H-1B,INDIA,BARRINGTON,Accounting & HR,TRONDENT DEVELOPMENT CORP,46.0,ILLINOIS,Bachelor's,UNIVERSITY OF MUMBAI,ELECTRONICS ENGINEERING,ILLINOIS,4,"Software Developers, Applications",95500.0
2236,"American Services Network, PC",Certified,H-1B,SINGAPORE,FORT WORTH,"Specialist, Immigration",AMERICAN AIRLINES,70000.0,TEXAS,Master's,PONDICHERRY UNIVERSITY,COMPUTER APPLICATIONS,TEXAS,2,Database Administrators,105000.0
2237,Baker & McKenzie LLP,Certified,H-1B,CHINA,NEW YORK,"MANAGER, LEGAL AFFAIRS",AMERICAN EXPRESS TRAVEL RELATED SERVICES,62500.0,NEW YORK,Master's,NEW YORK UNIVERSITY,ECONOMICS ( SUBSTANTIAL COURSEWORK IN STATISTICS),NEW YORK,2,Management Analysts,109750.0
2238,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,CHINA,ATLANTA,Vice President of HR and Administration,REVENUE ANALYTICS,53.0,GEORGIA,Doctorate,UNIVERSITY OF TENNESSEE,INDUSTRIAL ENGINEERING,GEORGIA,2,Operations Research Analysts,90000.0
2239,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,PALO ALTO,U.S. Immigration Program Manager,HEWLETT-PACKARD COMPANY,64000.0,CALIFORNIA,Bachelor's,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,COMPUTER SCIENCE,MASSACHUSETTS,4,Sales Engineers,152999.99
2240,"Ramineni Law Associates, LLC",Certified,H-1B,INDIA,ISELIN,Operations Manager,INTONE NETWORKS INC,195.0,NEW JERSEY,Master's,UNIVERSITY OF BRIDGEPORT,TECHNOLOGY MANAGEMENT,FLORIDA,3,Computer Systems Analysts,89000.0
2241,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Denied,H-1B,INDIA,SANTA CLARA,U.S. Immigration Ops Manager,INTEL CORPORATION,57750.0,CALIFORNIA,Master's,OHIO STATE UNIVERSITY,ELECTRICAL AND COMPUTER ENGINEERING,OREGON,2,"Electronics Engineers, Except Computer",83637.0
2242,Berry Appleman & Leiden LLP,Denied,H-1B,MEXICO,MANHEIM,Human Resources Benefits Manager,"HARRINGTON HOISTS, INC.",184.0,PENNSYLVANIA,Bachelor's,STEPHEN F AUSTIN STATE UNIVERSITY,BUSINESS ADMINISTRATION,PENNSYLVANIA,2,Sales Managers,101962.0
2243,"Morgan, Lewis & Bockius LLP",Certified,H-1B,INDIA,SAN JOSE,"Sr. Manager, HR Programs and Compliance","BROCADE COMMUNICATIONS SYSTEMS, INC.",3600.0,CALIFORNIA,Master's,UNIVERSITY OF TEXAS AT ARLINGTON,COMPUTER SCIENCE,COLORADO,2,Sales Engineers,79695.0
2244,"Law Offices of Prashanthi Reddy, PLLC",Denied,H-1B,INDIA,SCOTTSDALE,President,SUNSOFT LLC,5.0,ARIZONA,Master's,OSMANIA UNIVERSITY,COMPUTER SCIENCE,ARIZONA,2,"Software Developers, Applications",75462.0
2245,"Fragomen, Del Rey, Bernsen & Loewy LLP",Certified,H-1B,INDIA,BEASLEY,CFO,HUDSON PRODUCTS CORPORATION,326.0,TEXAS,Master's,LAMAR UNIVERSITY,ENGINEERING,TEXAS,2,Sales Engineers,108805.0
2246,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Denied,H-1B,INDIA,PHILADELPHIA,"Manager, HR, Deloitte Services LP, as agent",DELOITTE TAX LLP,6000.0,PENNSYLVANIA,Other,OSMANIA UNIVERSITY,BUSINESS ADMINISTRATION WITH A CONCENTRATION IN ACCOUNTING,NEW YORK,2,Computer Systems Analysts,75879.0
2247,Cowan Miller & Lederman,Certified,H-1B,INDIA,REDMOND,"Senior V.P., Corporate Resources",NINTENDO OF AMERICA INC.,1549.0,WASHINGTON,Master's,ANNAMALAI UNIVERSITY,COMPUTER SCIENCE,WASHINGTON,4,Database Administrators,121800.0
2248,Whiteman Osterman & Hanna LLP,Denied,H-1B,INDIA,NORWALK,Manager - Human Resources,SDG CORPORATION,72.0,CONNECTICUT,Master's,HEMWATI NANDAN BAHUGUNA GARHWAL UNIVERSITY,COMPUTER APPLICATIONS,NEW YORK,2,Computer and Information Systems Managers,103126.0
2249,Law Offices of Hyder & Overas,Certified,H-1B,THAILAND,RICHMOND,Director/Owner,ELEPHANT THAI RESTAURANT,15.0,VIRGINIA,Master's,RAMKHAMHAENG UNIVERSITY,BUSINESS ADMINISTRATION,VIRGINIA,2,"Compensation, Benefits, and Job Analysis Specialists",53789.0
2250,"FosterQuan, LLP",Certified,H-1B,INDIA,AUSTIN,HR Representative,NATIONAL INSTRUMENTS,6869.0,TEXAS,Master's,THE UNIVERSITY OF OKLAHOMA,ELECTRICAL & COMPUTER ENGINEERING,TEXAS,2,Marketing Managers,110635.0
2251,Sidley Austin LLP,Certified,H-1B,SINGAPORE,CHICAGO,"Director, Human Resources","MORNINGSTAR, INC.",1300.0,ILLINOIS,Bachelor's,WELLESLEY COLLEGE,ECONOMICS,ILLINOIS,1,Management Analysts,59000.0
2252,"Ramineni Law Associates, LLC",Certified,H-1B,INDIA,SCHAUMBURG,HR Manager,SARAYU CONSULTANTS INC,47.0,ILLINOIS,Master's,SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,ELECTRICAL ENGINEERING,NORTH CAROLINA,3,Computer Systems Analysts,72000.0
2253,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,SOUTH BURLINGTON,HR Manager,GE HEALTHCARE IITS USA CORP.,300000.0,VERMONT,Bachelor's,KARNATAKA STATE OPEN UNIVERSITY,INFORMATION TECHNOLOGY,NEW JERSEY,4,"Software Developers, Systems Software",118000.0
2254,"Ramineni Law Associates, LLC",Certified,H-1B,INDIA,SCHAUMBURG,HR Manager,SARAYU CONSULTANTS INC,47.0,ILLINOIS,Master's,SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,ELECTRICAL ENGINEERING,NORTH CAROLINA,3,Computer Systems Analysts,72000.0
2255,"William Y. Sim, P.C.",Certified,H-1B,CHINA,SOUTH SAN FRANCISCO,General Manager,LANDWAY INTERNATIONAL CORPORATION,29.0,CALIFORNIA,Master's,GOLDEN GATE UNIVERSITY,ACCOUNTANCY,CALIFORNIA,2,Accountants and Auditors,70850.0
2256,"Simin H. Syed, P.C.",Certified,H-1B,INDIA,TETERBORO,President,REVISE CLOTHING INC,39.0,NEW JERSEY,Associate's,UNIVERSITY OF MUMBAI,BUSINESS ADMINISTRATION,NEW JERSEY,4,"Wholesale and Retail Buyers, Except Farm Products",87568.0
2257,Barst Mukamal & Kleiner LLP,Certified,H-1B,CHINA,FAIRVIEW,PRESIDENT,NIKKO CERAMICS INC,11.0,NEW JERSEY,Bachelor's,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",ECONOMICS,NEW JERSEY,2,Accountants and Auditors,72550.0
2258,"Klasko, Rulon, Stock & Seltzer, LLP",Certified,H-1B,TURKEY,PHILADELPHIA,Human Resources Administrator,"COMCAST CABLE COMMUNICATIONS, LLC",129000.0,PENNSYLVANIA,Master's,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,COMPUTER ENGINEERING,VIRGINIA,0,"Software Developers, Systems Software",94400.0
2259,Law Offices of Charles E. Small,Certified,H-1B,THAILAND,SOUTH SAN FRANCISCO,CEO,"NETSWITCH, INC.",13.0,CALIFORNIA,Master's,WALAILAK UNIVERSITY,INFORMATION TECHNOLOGY,CALIFORNIA,1,"Information Security Analysts, Web Developers, and Computer Network Architects",62525.0
2260,"Quarles & Brady, LLP",Certified,H-1B,INDIA,PHOENIX,Executive Director of Human Resources,ROOSEVELT SCHOOL DISTRICT #66,1900.0,ARIZONA,Master's,AMERICAN COLLEGE OF EDUCATION,EDUCATION,ARIZONA,1,"Elementary School Teachers, Except Special Education",37225.0
2261,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,ATLANTA,Vice President of HR and Administration,REVENUE ANALYTICS,53.0,GEORGIA,Doctorate,NORTHEASTERN UNIVERSITY,INDUSTRIAL ENGINEERING,GEORGIA,2,Operations Research Analysts,90000.0
2262,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,ATLANTA,Vice President of HR and Administration,REVENUE ANALYTICS,53.0,GEORGIA,Master's,AUBURN UNIVERSITY,INDUSTRIAL AND SYSTEMS ENGINEERING,GEORGIA,2,Operations Research Analysts,90000.0
2263,Lamboley Law Firm,Certified,H-1B,INDIA,GLASTONBURY,HR Manager,"SAGARSOFT, INC",95.0,CONNECTICUT,Master's,GEORGIA STATE UNIVERSITY,COMPUTER SCIENCE,CALIFORNIA,2,"Software Developers, Applications",78000.0
2264,Hammond Law Group LLC,Certified,H-1B,INDIA,PEORIA,HR Manager,"BELCAN ENGINEERING GROUP, INC.",2400.0,ILLINOIS,Bachelor's,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY,ELECTRICAL AND ELECTRONICS ENGINEERING,GEORGIA,2,Electrical Engineers,75504.0
2265,Law Office of Tricia Wang,Certified,H-1B,INDIA,FREMONT,Director,SAMEPAGE INFORMATION SOLUTIONS INC.,16.0,CALIFORNIA,Master's,SRI VENKATESWARA UNIVERSITY,COMPUTER INFORMATION SYSTEMS,CALIFORNIA,2,Computer Systems Analysts,79643.0
2266,"Fragomen, Del Rey, Bernsen & Loewy LLP",Certified,H-1B,INDIA,MCLEAN,Principal HR Coordinator,"CAPITAL ONE SERVICES, LLC",39000.0,VIRGINIA,Master's,THE UNIVERESITY OF IOWA,BUSINESS ADMINISTRATION,VIRGINIA,1,Economists,78500.0
2267,"The Irwin Law Firm, LLC",Certified,H-1B,PHILIPPINES,YUMA,Superintendent,HARVEST POWER COMMUNITY DEVELOPMENT GROUP,143.0,ARIZONA,Bachelor's,PHILIPPINE NORMAL UNIVERSITY,EDUCATION,ARIZONA,2,"Middle School Teachers, Except Special and Career/Technical Education",39000.0
2268,Ogletree Deakins,Certified,H-1B,INDIA,JOHNS CREEK,Human Resources Manager,MACY'S SYSTEMS AND TECHNOLOGY,2140.0,GEORGIA,Bachelor's,UNIVERSITY OF MUMBAI,ELECTRONICS ENGINEERING,GEORGIA,4,"Software Developers, Applications",100298.0
2269,The Rudnick Spector Firm PC,Certified,H-1B,INDIA,MALVERN,Immigration Administrator,THE VANGUARD GROUP,11500.0,PENNSYLVANIA,Master's,SOUTHERN ILLINOIS UNIVERSITY,ELECTRICAL & COMPUTER ENGINEERING,PENNSYLVANIA,2,"Software Developers, Applications",82451.0
2270,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,SAN FRANCISCO,Human Resources Generalist,"ADS ALLIANCE DATA SYSTEMS, INC.",11000.0,CALIFORNIA,Master's,UNIVERSITY OF NORTH TEXAS,COMPUTER SCIENCE,TEXAS,4,Database Administrators,95077.0
2271,Seyfarth Shaw LLP,Certified,H-1B,INDIA,INDIANAPOLIS,Legal Specialist II,"WELLPOINT, INC.",43500.0,INDIANA,Bachelor's,UNIVERSITY OF CALICUT,ENGINEERING,MASSACHUSETTS,4,Computer Systems Analysts,103126.0
2272,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,CANADA,MCLEAN,Pr. HR Coordinator,"CAPITAL ONE SERVICES, LLC",39000.0,VIRGINIA,Master's,STRAYER UNIVERSITY,INFORMATION SYSTEMS (REL TO OPS RSRCH),VIRGINIA,1,Operations Research Analysts,80000.0
2273,"Seyfarth Shaw, LLP",Certified,H-1B,INDIA,NATICK,Immigration Specialist - Human Resources,"THE MATHWORKS, INC.",2800.0,MASSACHUSETTS,Doctorate,THE PENNSYLVANIA STATE UNIVERSITY,COMPUTER SCIENCE AND ENGINEERING,MASSACHUSETTS,4,"Software Developers, Applications",116293.0
2274,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Denied,H-1B,MEXICO,SANTA CLARA,U.S. Immigration Ops Manager,INTEL CORPORATION,57750.0,CALIFORNIA,Master's,IOWA STATE UNIVERSITY,MECHANICAL ENGINEERING AND HUMAN COMPUTER INTERACTION,OREGON,2,Industrial Engineers,75754.0
2275,"Law Offices of Gilbert C Ferrer, PLLC",Certified,H-1B,INDIA,PARLIN,President,JNIT TECHNOLOGIES,45.0,NEW JERSEY,Master's,STRATFORD UNIVERSITY,SOFTWARE ENGINEERING,PENNSYLVANIA,2,"Software Developers, Applications",75171.0
2276,Baker & Hostetler LLP,Certified,H-1B,INDIA,TAMPA,"Director, Employee Relations & Services",COMPREHENSIVE HEALTH MANAGEMENT INC.,4400.0,FLORIDA,Master's,NEW MEXICO STATE UNIVERSITY,ENVIRONMENTAL ENGINEERING,FLORIDA,4,Computer Systems Analysts,96200.0
2277,Murthy Law Firm,Certified,H-1B,INDIA,MADISON,Chief Operations Officer,"ISR INFO WAY,INC",117.0,WISCONSIN,Master's,THE UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,COMPUTER SCIENCE,NORTH CAROLINA,0,"Software Developers, Applications",71451.0
2278,Jackson & Hertogs LLP,Certified,H-1B,RUSSIA,PALO ALTO,Ass't Chief Counsel,"PLAYDOM, INC.",500.0,CALIFORNIA,Bachelor's,SOUTH URAL STATE UNIVERSITY,COMPUTER SCIENCE,CALIFORNIA,4,"Software Developers, Applications",124987.0
2279,Attorney at Law,Certified,H-1B,INDIA,OMAHA,Manager HR Solutions Center,FIRST NATIONAL BANK OF OMAHA,4500.0,NEBRASKA,Master's,NORTHWEST MISSOURI STATE UNIVERSITY,COMMPUTER SCIENCE,NEBRASKA,2,"Software Developers, Applications",66000.0
2280,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,NEW YORK,In-House Immigration Counsel,"MCKINSEY & COMPANY, INC UNITED STATES",7000.0,NEW YORK,Master's,"INDIAN INSTITUTE OF MANAGEMENT, CALCUTTA",MANAGEMENT,NEW JERSEY,4,Management Analysts,150000.0
2281,,Denied,H-1B,INDIA,EDISON,MANAGER-IMMIGRATION,3I INFOTECH INC.,333.0,NEW JERSEY,Bachelor's,UNIVERSITY OF CALICUT,ENGINEERING,NEW JERSEY,3,"Software Developers, Applications",89731.0
2282,The Sharma Law Office,Certified,H-1B,INDIA,WESLEY CHAPEL,President,GLOBAL COMPUTER ARCHITECTS,15.0,FLORIDA,Bachelor's,MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,INFORMATION TECHNOLOGY,FLORIDA,2,"Software Developers, Applications",70034.0
2283,"Fragomen, Del Rey, Bernsen & Loewy",Certified,H-1B,INDIA,PURCHASE,"Leader, Human Resources",MASTERCARD INTERNATIONAL INCORPORATED,6700.0,NEW YORK,Bachelor's,BHARATHIDASAN UNIVERSITY,ELECTRONIC ENGINEERING,CALIFORNIA,3,"Software Developers, Applications",108890.0
2284,"Kingston, Martinez & Hogan, LLP",Certified,H-1B,JAPAN,GOLETA,Human Resources,"INNOVATIVE MICRO TECHNOLOGY, INC.",100.0,CALIFORNIA,Doctorate,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",ELECTRICAL ENGINEERING,CALIFORNIA,3,Materials Engineers,95077.0
2285,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,UNITED KINGDOM,NEW YORK,In-House Immigration Counsel,"MCKINSEY & COMPANY, INC UNITED STATES",7000.0,NEW YORK,Master's,UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESS,BUSINESS ADMINISTRATION,NEW YORK,4,Management Analysts,150000.0
2286,Weaver Schlenger Mazel LLP,Certified,H-1B,SPAIN,SAN FRANCISCO,VP Human Resources,"REARDEN COMMERCE, INC.",500.0,CALIFORNIA,Bachelor's,UNIVERSITAT AUTONOMA DE BARCELONA,BUSINESS ADMINISTRATION,CALIFORNIA,1,Computer and Information Systems Managers,112258.0
2287,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,CHICAGO,Executive Director & Assistant General Counsel,JP MORGAN CHASE & CO,239000.0,ILLINOIS,Bachelor's,UNIVERSITY OF MUMBAI,ELECTRONIC ENGINEERING,NEW HAMPSHIRE,4,"Software Developers, Applications",117083.0
2288,Law Offices of Andrew P. Johnson,Certified,H-1B,IRAN,BROOKLYN,Principal,KSK CONSTRUCTION GROUP LLC,14.0,NEW YORK,Master's,GEORGIA INSTITUTE OF TECHNOLOGY,BUILDING CONSTRUCTION & FACILITY MANAGEMENT,NEW YORK,3,Construction Managers,135054.0
2289,"DICKSTEIN SHAPIRO, LLP",Certified,H-1B,VENEZUELA,WASHINGTON,"BENEFITS ANALYST II, HUMAN RESOURCES",FANNIE MAE,7085.0,DISTRICT OF COLUMBIA,Master's,INSTITUTO DE ESTUDIOS SUPERIORES DE ADMINISTRACION,BUSINESS ADMINISTRATION,MARYLAND,2,Financial Managers,120000.0
2290,Law Offices of Weicheng Wang,Certified,H-1B,TAIWAN,NEW YORK,Vice President,PREMIUM TECHNOLOGY INC.,48.0,NEW YORK,Master's,NEW YORK UNIVERSITY,FINANCIAL ENGINEERING,NEW JERSEY,2,Computer Systems Analysts,75878.0
2291,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,PLANO,Senior Lead,INFOSYS LTD.,15324.0,TEXAS,Bachelor's,VISVESWARAIAH TECHNOLOGICAL UNIVERSITY,ELECTRICAL ENGINEERING,NEW HAMPSHIRE,1,"Software Developers, Applications",68162.0
2292,The Chugh Firm,Denied,H-1B,TAIWAN,SAN FRANCISCO,Vice President,"IWIN, INC.",38.0,CALIFORNIA,Master's,ACADEMY OF ART UNIVERSITY,WEB DESIGN & NEW MEDIA,CALIFORNIA,2,Graphic Designers,69181.0
2293,"Federico Serrano, P.C.",Certified,H-1B,THAILAND,FAIRFAX,Vice President of Business Affairs,VIRGINIA INTERNATIONAL UNIVERSITY,68.0,VIRGINIA,Master's,VIRGINIA INTERNATIONAL UNIVERSITY,BUSINESS ADMINISTRATION,VIRGINIA,1,Statisticians,57949.0
2294,Dinsmore & Shohl LLP,Certified,H-1B,UNITED STATES OF AMERICA,HOPKINTON,Immigration & Compliance Specialist,EMC CORPORATION,24500.0,MASSACHUSETTS,Master's,GUJARAT UNIVERSITY,COMPUTER INFORMATION SYSTEMS,MASSACHUSETTS,4,"Software Developers, Applications",118269.0
2295,Scott Immigration Law Firm,Certified,H-1B,MALAYSIA,WOODRIDGE,HR Manager,"HENDRICKSON USA, LLC",3300.0,ILLINOIS,Master's,IOWA STATE UNIVERSITY,MECHANICAL ENGINEERING,ILLINOIS,2,Mechanical Engineers,85280.0
2296,"Tocci, Goss & Lee, PC",Certified,H-1B,MALAYSIA,COVINA,"Director, North America Human Resources","HAEMONETICS MANUFACTURING, INC. (SUBSIDIARY OF HAE",185.0,CALIFORNIA,Doctorate,UNIVERSITY OF BIRMINGHAM,MANUFACTURING & MECHANICAL ENGINEERING,CALIFORNIA,3,Sales Engineers,95850.0
2297,Murthy Law Firm,Certified,H-1B,INDIA,MADISON,Chief Operations Officer,"ISR INFO WAY,INC",116.0,WISCONSIN,Bachelor's,UNIVERSITY OF MADRAS,COMPUTER ENGINEERING,MASSACHUSETTS,0,"Software Developers, Applications",71819.0
2298,"Kidambi & Associates, P.C.",Certified,H-1B,INDIA,COLUMBIA,Director,"INFOJINI, INC",14.0,MARYLAND,Master's,THE UNIVERSITY OF TEXAS AT SAN ANTONIO,BUSINESS ADMINISTRATION,MARYLAND,2,Computer Systems Analysts,68245.0
2299,Gibney Anthony & Flaherty LLP,Certified,H-1B,INDIA,NEW YORK,SVP - Head of ETD Trade Management IT,"CITIBANK, N.A",843.0,NEW YORK,Bachelor's,UNIVERSITY OF PUNE,COMPUTER INFORMATION SYSTEMS AND BUSINESS ADMINISTRATION,NEW JERSEY,4,"Software Developers, Applications",125000.0
2300,"Baumann, Landau & Simon",Certified,H-1B,COLOMBIA,PHILADELPHIA,Compliance Manager,INDEPENDENCE CHARTER SCHOOL,75.0,PENNSYLVANIA,Master's,UNIVERSIDAD NACIONAL DE EDUCACION A DISTANCIA,EDUCATION AND CURRICULUM,PENNSYLVANIA,2,"Elementary School Teachers, Except Special Education",54000.0
2301,Trupti N. Patel & Associates,Certified,H-1B,INDIA,WESTBOROUGH,Director of Human Resources,"ECLINICALWORKS, LLC",925.0,MASSACHUSETTS,Master's,NEW JERSEY INSTITUTE OF TECHNOLOGY,BIOMEDICAL ENGINEERING,MASSACHUSETTS,2,"Software Developers, Applications",76419.0
2302,LAW OFFICE OF GLENN N. KAWAHARA,Certified,H-1B,SOUTH KOREA,CODY,Human Resources Manager,"ELEUTIAN TECHNOLOGY, INC.",391.0,WYOMING,Bachelor's,KOOKMIN UNIVERSITY,EDUCATION,UTAH,1,Instructional Coordinators,29370.0
2303,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,PHILIPPINES,HYATTSVILLE,Chief Operating Officer,NMS OF HYATTSVILLE,443.0,MARYLAND,Bachelor's,UNIVERSITY OF SANTO TOMAS,OCCUPATIONAL THERAPY,MARYLAND,1,Occupational Therapists,75379.2
2304,Fisher & Phillips LLP,Denied,H-1B,CHINA,ATLANTA,"Manager, Human Resources",EQUIFAX,6900.0,GEORGIA,Master's,NORTH DAKOTA STATE UNIVERSITY,ECONOMICS,GEORGIA,1,Statisticians,86000.0
2305,Berry Appleman & Leiden LLP,Certified,H-1B,INDIA,MOUNTAIN VIEW,Global Immigration Program Manager,GOOGLE INC.,32467.0,CALIFORNIA,Bachelor's,"BIJU PATNAIK UNIVERSITY OF TECHNOLOGY, ORISSA ROURKELA",ENGINEERING,CALIFORNIA,2,"Software Developers, Applications",125000.0
2306,Chandler Law Firm LLC,Certified,H-1B,INDIA,WESTMINSTER,hrollins@reedgroup.com,REED GROUP,398.0,COLORADO,Bachelor's,UNIVERSITY OF MADRAS,COMPUTER SCIENCE AND ENGINEERING,COLORADO,4,"Software Developers, Applications",105165.0
2307,"Iandoli & Desai, PC",Certified,H-1B,INDIA,CONCORD,"Vice President, Human Resources","RIVERBEND COMMUNITY MENTAL HEALTH, INC.",288.0,NEW HAMPSHIRE,Other,SR. RAMACHANDRA MEDICAL COLLEGE AND RESEARCH INSTITUTE,MEDICINE AND SURGERY,NEW HAMPSHIRE,1,Psychiatrists,187000.0
2308,Law Office of Mark Galvin,Denied,H-1B,INDIA,BURLINGTON,Vice President of Operations,"ARCADIA SOLUTIONS, LLC",186.0,MASSACHUSETTS,Bachelor's,STATE UNIVERSITY OF NEW YORK AT BUFFALO,"FINANCIAL ANALYSIS, HR MANAGEMENT AND INTERNATIONAL BUSINESS",MASSACHUSETTS,2,"Software Developers, Applications",85446.0
2309,Berry Appleman & Leiden LLP,Certified,H-1B,CHINA,MOUNTAIN VIEW,Global Immigration Program Manager,GOOGLE INC.,37045.0,CALIFORNIA,Master's,UNIVERSITY OF PENNSYLVANIA,ENGINEERING (COMPUTER AND INFORMATION SCIENCE),NEW JERSEY,2,"Software Developers, Applications",110000.0
2310,Fisher & Phillips LLP,Certified,H-1B,INDIA,ATLANTA,Talent Acquisition Team Leader,EQUIFAX,6900.0,GEORGIA,Master's,BHARATHIDASAN UNIVERSITY/JAMAL MOHAMED COLLEGE,COMPUTER SCIENCE,GEORGIA,4,Computer Systems Analysts,120000.0
